,dimension,eigenValues,cumulativeEigVals
0,[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],"[0.45418915 0.13666259 0.0967254  0.06610358 0.05448815 0.04524105
 0.03668909 0.03030574 0.0278118  0.017725   0.01350697 0.00909925
 0.00753708 0.00391517]","[0.45418915152549744, 0.5908517390489578, 0.68757713586092, 0.7536807134747505, 0.8081688657402992, 0.8534099198877811, 0.8900990076363087, 0.9204047452658415, 0.9482165481895208, 0.9659415446221828, 0.9794485103338957, 0.9885477581992745, 0.9960848335176706, 1.0000000013969839]"
